loss,score,val_loss,val_score,lr
65328.63219797101,2.6643608825000342,-478454.5425103635,2.7047523868327237,0.0005
271.7536342785577,2.1196607742074245,-17884.271219318416,-19.861913862682524,0.0005
1682.3550562190137,-3.1717621649713927,-31040.87089424393,-5.428165270357716,0.0005
64.49222097060093,0.2840328112583773,-2664.727218264625,0.4057535052704973,0.0005
27.594584634623054,0.7305980388648052,-2612.0906155904136,0.39358774780416167,0.0005
19.408107896734617,0.5508561298533263,-2617.2719275156655,0.38859372743132975,0.0005
18.589507090185734,0.4286817125223262,-2616.1052080595573,0.3884746487043342,0.0005
18.674359791026777,0.4318584707779368,-2611.1114388290716,0.38950806369586866,0.0005
19.615668683477068,0.46955021997761964,-2640.9753142798027,0.38890972561171266,0.0005
19.428744713617522,0.5625052235400873,-2630.4053669040704,0.3883950750844008,0.0005
19.311153853200796,0.5347940664650455,-2654.454400094999,0.3908375387086349,0.0005
19.924348393087058,0.599088312710531,-2611.1200446952766,0.3888126600559066,0.0005
19.597448197863656,0.5299097769654981,-2623.2420093445553,0.38822066449389164,0.0005
19.45814671117786,0.574018424798823,-2697.156392843545,0.40642968671662466,0.0005
35.84958952453587,0.7290238578809979,-2611.119314375378,0.38856070057875447,0.0005
22.10465615760821,0.513366713768065,-2634.260057832108,0.4000265849690859,0.0005
180.79941690640104,1.5405883111489171,-2978.420568673789,0.4791587112712211,0.0005
98.51873293300305,12.424308050873178,-2811.1363146515932,0.4376955642586663,0.00025
20.08757090309888,0.48983107972870327,-2611.085804738155,0.3900641891218367,0.00025
17.506676163477636,0.4119841613381042,-2611.111780971086,0.3884350872364174,0.00025
17.603348004719066,0.4180225611202161,-2611.117447334082,0.3881396349190044,0.00025
17.54191573785483,0.416676893009325,-2611.1146714216998,0.388359636271081,0.00025
17.55152970855476,0.41782124943110416,-2611.1157623861923,0.3883510742868696,0.00025
17.584451361378058,0.418174771787359,-2611.118127900727,0.38820419333824496,0.00025
17.626710570992067,0.4179473705455055,-2611.118946594446,0.38817044585740484,0.00025
17.459092075280548,0.4128744689752842,-2611.1105716017637,0.3887598246944194,0.000125
17.415887083253615,0.41168902706298593,-2611.1121532414236,0.3886500519960105,0.000125
17.50491138641643,0.41528252274324173,-2611.1079545702255,0.38896886345480575,0.000125
17.438803026864335,0.41181440389275525,-2611.1129654216115,0.3886275163718632,0.000125
17.43336629451678,0.4131574402639547,-2611.100873739541,0.38943825611451854,6.25e-05
17.36998268432552,0.4120531376309406,-2611.1161230567363,0.38841707082021804,6.25e-05
