loss,score,val_loss,val_score,lr
1.237872616480422,-0.5874633031356996,1.1152957811647533,1.2169423297959931,0.001
1.1280155983206517,1.1481170428354572,1.0607991157745829,1.0464876573912951,0.001
1.119680637515522,1.1372596586518935,1.0607649286588032,1.0532667320601794,0.001
1.0950999941959758,1.1115177446693798,1.061675779673518,1.0651131239878078,0.001
1.0893402726466137,1.1061345525204793,1.0625909477675042,1.0712467156299927,0.001
1.087989621430198,1.1024619064110945,1.0621259755828754,1.0676694857019957,0.001
1.0645387669467743,1.0690115766559756,1.0616009369188426,1.0431913421267556,0.0003
1.0631650833468873,1.0688261767697573,1.0610971657597288,1.0476372355506534,0.0003
1.0628889079703545,1.068729336922079,1.0611358410647127,1.0573498918896629,0.0003
1.0600469887472168,1.0658203042889878,1.0642899088308113,1.078224432306225,0.0003
1.043600120713827,1.0431822969086295,1.0872510371565007,1.0186125267119635,8.999999999999999e-05
1.0320550699458175,1.031251717655995,1.1023023501545393,1.0191340714084858,8.999999999999999e-05
1.0205664671727683,1.0199475279642505,1.13127670766545,1.023394984452903,8.999999999999999e-05
1.0136175634530828,1.014682958364943,1.1701844760349818,1.0334580897473964,8.999999999999999e-05
1.0204342610276624,1.0214367712388468,1.0706160246920424,1.0863087294864007,2.6999999999999996e-05
1.0146583648241219,1.0159110968175327,1.0717094990671898,1.0901928341307607,2.6999999999999996e-05
1.0111324446958523,1.0122598301626424,1.072260706197648,1.090819094456783,2.6999999999999996e-05
1.0085595467323396,1.0098835341576895,1.074613634420901,1.0990192971261992,2.6999999999999996e-05
1.0066390215044603,1.006296115754843,1.0729994794138435,1.090966919246985,8.099999999999999e-06
1.0057149706838284,1.005437180542535,1.0733846239492195,1.0919271594002133,8.099999999999999e-06
1.0047752848332854,1.0049674171788772,1.073967576837864,1.0937979164577665,8.099999999999999e-06
