loss,score,val_loss,val_score,lr
0.5445923175717434,-0.548162106934113,0.39841855139959426,0.3883912352477612,0.001
0.44676456587589997,0.4488014039828964,0.4165375950385113,0.4346873232093798,0.001
0.44233836162295703,0.4440082392776755,0.3980026030216087,0.40260638154688333,0.001
0.44485781297255667,0.4467698313966251,0.4798915092231465,0.5372366592997596,0.001
0.4501788076682944,0.45186060085065366,0.46963961878601385,0.5206834264353019,0.001
0.44107732425925833,0.4408484992131962,0.49292814589682077,0.5582935656009077,0.001
0.43841630716167646,0.4372165975000625,0.45867767098809586,0.5030075741462967,0.001
0.4233029375137661,0.42195548960640694,0.39414664281874284,0.3942260981417027,0.0003
0.4197577265216249,0.41781310551066625,0.39476709746990074,0.3890866514574103,0.0003
0.41742174157156026,0.41550259124444056,0.3965344459426646,0.38978805560238505,0.0003
0.41333359290984967,0.4118315813846219,0.40332052679288954,0.41100463514425317,0.0003
