loss,score,val_loss,val_score,lr
1.2092594675017632,-0.6603531730578215,1.0486674989972795,1.068983136391153,0.001
1.1359244335765306,1.1576582384449299,1.0652350094042669,1.0122434273869,0.001
1.108266379675493,1.118196880999993,1.049253914631954,1.0724796437892785,0.001
1.100712941190431,1.1102204191839409,1.0490081906318665,1.0682430518727724,0.001
1.093598362525152,1.101091284494252,1.048789143562317,1.0610869384947277,0.001
1.0666420105492098,1.0629299933721197,1.0508903897538477,1.08175617010415,0.0003
1.0665097344025631,1.0630167189924495,1.0510184513468321,1.0824823574144014,0.0003
1.0666390457601655,1.0632931132743624,1.0509068690189698,1.0818370053557311,0.0003
1.0659756514651297,1.0631007088470703,1.0509980616926335,1.0820003460053684,0.0003
1.0566107707692065,1.0525701125995375,1.049286354966715,1.0513726728303092,8.999999999999999e-05
1.050381853590111,1.044023194888175,1.0505374888984524,1.0702201537534493,8.999999999999999e-05
1.0372962901323963,1.0318874291753901,1.0536432468972239,1.0729028027073866,8.999999999999999e-05
