loss,score,val_loss,val_score,lr
0.8994187060025043,0.16475095785440613,0.617343659937029,0.0,0.001
0.6209675008182356,0.0,0.6216514477363,0.0,0.001
0.6216360702005268,0.0,0.6472326823945581,0.0,0.001
0.6180749728347145,0.0,0.6256255863686285,0.0,0.001
0.6055825283690093,0.0,0.6424199215759187,0.0,0.001
0.5513231441245943,0.0,0.6822327474165245,0.0,0.0003
0.43796982627240416,0.5684830633284241,1.0095872662123844,0.47961630695443647,0.0003
0.27491042163853124,0.8067010309278351,2.2386913334829566,0.4668192219679633,0.0003
0.11581337151258565,0.9300613496932516,1.185228599246437,0.42857142857142855,0.0003
0.04130092727501244,0.9789864029666255,1.3237306055937998,0.5204460966542751,8.999999999999999e-05
0.013070965246559959,0.9951100244498777,1.5769883387187529,0.3421052631578947,8.999999999999999e-05
0.008857391045072311,0.9938800489596084,1.5109695510046017,0.4444444444444445,8.999999999999999e-05
0.0033170964447256364,0.9987730061349693,1.7709662665629529,0.3221476510067114,8.999999999999999e-05
0.0023150489574370117,0.9987730061349693,1.6462379306025758,0.5025641025641026,2.6999999999999996e-05
0.003333316712421904,0.9987730061349693,1.7231357972297443,0.48421052631578954,2.6999999999999996e-05
0.0012570301220042061,1.0,1.7450147944794605,0.5373134328358209,2.6999999999999996e-05
0.002212491781845998,0.9987730061349693,1.7653388440961668,0.446927374301676,2.6999999999999996e-05
0.001386728060351635,0.9987760097919216,1.7992810934958374,0.4367816091954023,8.099999999999999e-06
0.0010176150664377636,1.0,1.8655032427353266,0.39520958083832336,8.099999999999999e-06
0.000623328992627141,1.0,2.0724903743647967,0.35294117647058826,8.099999999999999e-06
0.0014893049125501592,0.9987760097919216,1.9344182113218589,0.38509316770186336,8.099999999999999e-06
0.0005535114147542846,1.0,1.8611920937983948,0.42774566473988435,2.4299999999999996e-06
0.040189696348739305,0.996309963099631,2.218938251218852,0.35294117647058826,2.4299999999999996e-06
0.0007420501033347155,1.0,1.6659923093558768,0.47252747252747257,2.4299999999999996e-06
0.0007694616958012567,1.0,1.8074237982902301,0.38036809815950917,2.4299999999999996e-06
0.000392319098424487,1.0,1.6850138133799537,0.48648648648648646,7.289999999999998e-07
